train_accuracy,test_accuracy,train_loss,test_loss,mean_cka_to_final,component_0_importance,component_1_importance,component_2_importance,component_3_importance,component_4_importance,component_5_importance,component_6_importance,component_7_importance,component_8_importance,component_9_importance,component_10_importance,component_11_importance,component_12_importance,component_13_importance,component_14_importance,component_15_importance,component_16_importance,component_17_importance,component_18_importance,component_19_importance,component_20_importance,component_21_importance,component_22_importance,component_23_importance,seed,step
0.05536332353949547,0.05536332353949547,3.024134874343872,3.024134874343872,0.18185857823118567,-0.004046201705932617,-0.002470254898071289,0.007899999618530273,-0.0068302154541015625,-0.002590656280517578,0.004730701446533203,-0.0028693675994873047,0.0019989013671875,-0.0028007030487060547,-0.011758565902709961,0.002538442611694336,-0.0023577213287353516,-0.0008511543273925781,-0.007094144821166992,0.0040514469146728516,-0.004287242889404297,-0.0022149085998535156,-0.003542661666870117,0.0031218528747558594,-0.0013589859008789062,0.0011789798736572266,0.002798795700073242,-0.001367807388305664,0.00017714500427246094,1,0
1.0,1.0,0.0029351282864809036,0.0029351282864809036,0.8834967315196991,0.5226415824145079,0.7663739155977964,0.7698871921747923,0.8970754574984312,0.0022545810788869858,0.0005878917872905731,0.0019736308604478836,0.0007455653976649046,0.005083072930574417,0.004096423741430044,0.0030486397445201874,0.0009692427702248096,0.15619139187037945,0.30576531402766705,0.7407268714159727,0.31142313592135906,0.0008654023986309767,0.0007069299463182688,0.001221303828060627,0.0009999722242355347,0.0009035919792950153,0.0012451205402612686,0.001263524405658245,0.0016267439350485802,1,100
1.0,1.0,0.0012301033129915595,0.0012301033129915595,0.9148876965045929,0.50949575251434,0.8319729740032926,0.8275877410778776,0.9803643400082365,0.0014690199168398976,0.0003030714578926563,0.0028517033206298947,0.00045265688095241785,0.004239065223373473,0.0019816808635368943,0.0038497407222166657,0.0006514204433187842,0.1717441255459562,0.30826364702079445,0.8158385331043974,0.3215987557778135,0.00044495193287730217,0.0003595941234380007,0.0007057018810883164,0.0005462955450639129,0.0004613189958035946,0.0007076432229951024,0.0006574064027518034,0.0009236898040398955,1,200
1.0,1.0,0.0007146616117097437,0.0007146616117097437,0.9319976568222046,0.5071411113603972,0.8851464371546172,0.8559620957239531,1.0341092328890227,0.0011920278775505722,0.00020548549946397543,0.0038682999438606203,0.00033696548780426383,0.004340363142546266,0.001462364278268069,0.004913846438284963,0.0005866510909982026,0.1832059304579161,0.31633484171470627,0.8757398109300993,0.330190954671707,0.0002927666646428406,0.00023256067652255297,0.0005028005107305944,0.00036927516339346766,0.00030196475563570857,0.0004987200372852385,0.00043583131628111005,0.0006420142599381506,1,300
1.0,1.0,0.0004797737638000399,0.0004797737638000399,0.9431977570056915,0.5098897654970642,0.9308451254328247,0.8748655755480286,1.072950049157953,0.0010636675579007715,0.00015518374857492745,0.00496062109596096,0.0002740904747042805,0.0046167954278644174,0.001208193221827969,0.005801947176223621,0.0005814580654259771,0.19173926007351838,0.32909895371994935,0.9262713630159851,0.34013126682839356,0.00021449619089253247,0.00016932605649344623,0.0003905648773070425,0.0002761474752333015,0.00022098791669122875,0.0003855678078252822,0.00032139322138391435,0.0004892913566436619,1,400
1.0,1.0,0.00035046294215135276,0.00035046294215135276,0.9512438476085663,0.5158506159496028,0.9707117204379756,0.8914057736110408,1.1054747228336055,0.0009992395353037864,0.00012507796054705977,0.006164733582409099,0.0002358777855988592,0.005016344861360267,0.0010597755026537925,0.006569685210706666,0.0006039478757884353,0.19920594737050124,0.3438419227313716,0.9703794841479976,0.35027612492558546,0.00016779752331785858,0.0001318510330747813,0.000319546990795061,0.00021924395696260035,0.00017298528109677136,0.00031489625689573586,0.00025200124946422875,0.00039493959047831595,1,500
1.0,1.0,0.0002705295046325773,0.0002705295046325773,0.9573960900306702,0.5233218829671387,1.0056258003751282,0.9066652219335083,1.1340143244306091,0.0009683606040198356,0.00010522943921387196,0.007479978405172005,0.0002105076564475894,0.005513184383744374,0.0009663350938353688,0.007231719471747056,0.000643654988380149,0.20602384317317046,0.3590860824624542,1.0094325106183533,0.36018465567030944,0.00013705930905416608,0.00010734054376371205,0.0002708636166062206,0.00018115289276465774,0.0001415472652297467,0.00026662161690182984,0.0002059338439721614,0.00033132635871879756,1,600
1.0,1.0,0.00021709641441702843,0.00021709641441702843,0.9623063504695892,0.5314993099309504,1.0362950400449336,0.9210553602315485,1.159550888929516,0.0009561137994751334,9.12216491997242e-05,0.008866788353770971,0.00019261371926404536,0.00608407985419035,0.0009047230705618858,0.007795955520123243,0.0006941917818039656,0.21232087770476937,0.37428186694160104,1.044445259962231,0.3697629407979548,0.0001154423807747662,9.018849232234061e-05,0.00023559926194138825,0.00015404669102281332,0.00011951761553063989,0.00023153217625804245,0.0001733458775561303,0.0002857751096598804,1,700
1.0,1.0,0.00017929839668795466,0.00017929839668795466,0.9663498401641846,0.5399351043743081,1.0634199304622598,0.9348090810817666,1.1827130241435952,0.0009543811320327222,8.085102308541536e-05,0.010288503777701408,0.00017943955026566982,0.006714477494824678,0.0008631672826595604,0.008275483560282737,0.0007517796475440264,0.2181750608724542,0.3892124815029092,1.0761896295589395,0.37898855638923123,9.94760193862021e-05,7.757835555821657e-05,0.00020897347712889314,0.00013383416808210313,0.00010327951167710125,0.00020484434207901359,0.0001491930743213743,0.00025166355771943927,1,800
1.0,1.0,0.0001513779570814222,0.0001513779570814222,0.9697585999965668,0.5483702003548387,1.0876395880768541,0.9480707227776293,1.2039733111450914,0.0009586485393811017,7.291582005564123e-05,0.011713614832842723,0.00016943688387982547,0.007394948654109612,0.0008350358402822167,0.008683581050718203,0.0008139392884913832,0.22365300651290454,0.4038050949166063,1.1052546679566149,0.3878730713913683,8.726560918148607e-05,6.79389777360484e-05,0.0001882814394775778,0.00011824403190985322,9.086431236937642e-05,0.0001838881871663034,0.00013063583173789084,0.00022528154659084976,1,900
1.0,1.0,0.000130065469420515,0.000130065469420515,0.9726848900318146,0.5566624321654672,1.1094791807845468,0.9609408297255868,1.2236804880812997,0.0009663379896664992,6.662364467047155e-05,0.013125795187079348,0.00016163986583705992,0.008119360791170038,0.0008163789316313341,0.009032636196934618,0.0008790530409896746,0.2288069643691415,0.41805597326310817,1.1321031965926522,0.39644303104432765,7.760740118101239e-05,6.033403042238206e-05,0.00017176174151245505,0.00010583153925836086,8.105329470708966e-05,0.00016694060468580574,0.00011593646195251495,0.00020428923016879708,1,1000
1.0,1.0,0.00011333673319313675,0.00011333673319313675,0.9752319753170013,0.5647413447586587,1.1293678596703103,0.9734863951889565,1.2421139791695168,0.0009761021792655811,6.155116716399789e-05,0.01451008916774299,0.00015546703070867807,0.008883384623914026,0.0008046965085668489,0.009333540321676992,0.0009460865840082988,0.23368524164834525,0.43197253496327903,1.1570896223274758,0.4047317519871285,6.982918421272188e-05,5.4212810937315226e-05,0.00015835666272323579,9.57424781518057e-05,7.313519017770886e-05,0.0001529739674879238,0.00010404124623164535,0.00018726142297964543,1,1100
1.0,1.0,9.989035606849939e-05,9.989035606849939e-05,0.9774759113788605,0.5725891064357711,1.14765072571754,0.9857730935764266,1.2594904969882919,0.0009874301467789337,5.7381243095733225e-05,0.01586070800840389,0.00015051003720145673,0.00968202254443895,0.0007983012910699472,0.009594436312909238,0.001014111257973127,0.23832914936065208,0.44558189022063743,1.1805062364292098,0.41277185785293113,6.34327152511105e-05,4.918714694213122e-05,0.00014731021656189114,8.739950135350227e-05,6.662457599304616e-05,0.000141255630296655,9.423984738532454e-05,0.00017322659550700337,1,1200
1.0,1.0,8.88965732883662e-05,8.88965732883662e-05,0.9794706702232361,0.5802021958224941,1.1645995714061428,0.9978363253467251,1.2759991027705837,0.000999933952698484,5.3893818403594196e-05,0.017174098669784144,0.00014645747432950884,0.010512874490814283,0.0007960869988892227,0.00982351231505163,0.0010828414524439722,0.2427669503085781,0.45890847223927267,1.202600512682693,0.4205899574153591,5.806397530250251e-05,4.499219357967377e-05,0.00013809477968607098,8.036321378313005e-05,6.115602445788682e-05,0.00013126630801707506,8.600059663876891e-05,0.00016146691632457078,1,1300
1.0,1.0,7.976203050930053e-05,7.976203050930053e-05,0.9812586009502411,0.587593961667153,1.1804376730433432,1.009706486176583,1.2917621025553672,0.0010138093930436298,5.0937640480697155e-05,0.018448796283337288,0.0001430878764949739,0.011371091168257408,0.0007972690946189687,0.010026381511124782,0.001151664342614822,0.2470384875050513,0.47197838516149204,1.2235447058192221,0.4282228538504569,5.351274739950895e-05,4.141636600252241e-05,0.00013029927504248917,7.43559212423861e-05,5.648758087772876e-05,0.0001226381864398718,7.898977492004633e-05,0.00015147571684792638,1,1400
1.0,1.0,7.205076690297574e-05,7.205076690297574e-05,0.9828708171844482,0.5947706811857643,1.1953576319647254,1.0214210265112342,1.306926321311039,0.0010292686783941463,4.840607289224863e-05,0.019690888075274415,0.00014025255222804844,0.012254136687261052,0.0008012965699890628,0.010206210499745794,0.0012202508078189567,0.2511552982759895,0.48481826118950266,1.243528794570011,0.4356947653723182,4.959442594554275e-05,3.8352591218426824e-05,0.00012370019976515323,6.917701102793217e-05,5.247007356956601e-05,0.0001151246833615005,7.295570685528219e-05,0.000142934441100806,1,1500
1.0,1.0,6.546958320541307e-05,6.546958320541307e-05,0.9843333959579468,0.6017647744811256,1.2094918252623756,1.0329967500365456,1.3215651275313576,0.0010465228187968023,4.6226559788919985e-05,0.02089697548217373,0.0001378327506245114,0.01315850351966219,0.0008077574384515174,0.010367964925535489,0.0012882253577117808,0.2551488937533577,0.4974530996478279,1.2626563073790749,0.44302103535301285,4.618154343916103e-05,3.56969831045717e-05,0.00011804223322542384,6.466911145253107e-05,4.897370672551915e-05,0.0001084895120584406,6.7701876105275e-05,0.0001355418426101096,1,1600
1.0,1.0,5.9802787291118875e-05,5.9802787291118875e-05,0.9856662750244141,0.6085957095456251,1.22298888419391,1.0444670126271376,1.3357869789433607,0.001065797983756056,4.430296758073382e-05,0.022077056808484485,0.00013571184172178619,0.014082345409406116,0.0008163409620465245,0.01051347632528632,0.0013554854049289133,0.25902817700625747,0.5099077627492079,1.2810639545750746,0.4502265856099257,4.318594073993154e-05,3.336088775540702e-05,0.00011316394011373632,6.067641152185388e-05,4.589043601299636e-05,0.00010257260510115884,6.306878276518546e-05,0.00012909905854030512,1,1700
1.0,1.0,5.486682857736014e-05,5.486682857736014e-05,0.9868863523006439,0.6152651004413201,1.2359403066257073,1.0558427266696526,1.3496477298358514,0.001087594839191297,4.2626754293451086e-05,0.023232962183101336,0.0001338227630185429,0.015024235650344053,0.0008268227138614748,0.010647569961292902,0.0014224441874830518,0.26281067653690116,0.5222113422969414,1.2988264255145623,0.4573248021224572,4.053712109453045e-05,3.1305989978136495e-05,0.00010895662489929236,5.7134679082082585e-05,4.31530897913035e-05,9.728066288516857e-05,5.897525625186972e-05,0.00012343174967099912,1,1800
