layer,head,delta_loss,delta_accuracy,seed,step
1,1,0.32909895371994935,0.13494807481765747,1,400
1,2,0.9262713630159851,0.2802768349647522,1,400
1,3,0.34013126682839356,0.07958477735519409,1,400
0,0,0.5126068172685336,0.14186853170394897,1,450
0,1,0.9514454779855441,0.24221456050872803,1,450
0,2,0.8833325681916904,0.25259512662887573,1,450
0,3,1.089795785926981,0.25951558351516724,1,450
1,0,0.19556618013302796,0.05882352590560913,1,450
1,1,0.3363511142961215,0.13840830326080322,1,450
1,2,0.9490341720811557,0.2802768349647522,1,450
1,3,0.34522103049675934,0.07958477735519409,1,450
0,0,0.5158506159496028,0.1487889289855957,1,500
0,1,0.9707117204379756,0.25259512662887573,1,500
0,2,0.8914057736110408,0.25259512662887573,1,500
0,3,1.1054747228336055,0.25951558351516724,1,500
1,0,0.19920594737050124,0.05882352590560913,1,500
1,1,0.3438419227313716,0.13840830326080322,1,500
1,2,0.9703794841479976,0.27681660652160645,1,500
1,3,0.35027612492558546,0.07958477735519409,1,500
0,0,0.5194601711118594,0.15916955471038818,1,550
0,1,0.9887433346593753,0.25259512662887573,1,550
0,2,0.8991629179799929,0.25259512662887573,1,550
0,3,1.1201684173429385,0.2698962092399597,1,550
1,0,0.20268650318030268,0.05882352590560913,1,550
1,1,0.3514473136747256,0.13494807481765747,1,550
1,2,0.9904666837537661,0.2802768349647522,1,550
1,3,0.35526886547449976,0.07958477735519409,1,550
0,0,0.5233218829671387,0.15916955471038818,1,600
0,1,1.0056258003751282,0.24913495779037476,1,600
0,2,0.9066652219335083,0.24913495779037476,1,600
0,3,1.1340143244306091,0.26643598079681396,1,600
1,0,0.20602384317317046,0.05882352590560913,1,600
1,1,0.3590860824624542,0.13494807481765747,1,600
1,2,1.0094325106183533,0.2802768349647522,1,600
1,3,0.36018465567030944,0.07958477735519409,1,600
0,0,0.5273577512416523,0.15916955471038818,1,650
0,1,1.0214460433635395,0.24913495779037476,1,650
0,2,0.9139499605807941,0.24221456050872803,1,650
0,3,1.1471130193385761,0.26643598079681396,1,650
1,0,0.20923175822827034,0.05882352590560913,1,650
1,1,0.366708123794524,0.13840830326080322,1,650
1,2,1.027391249052016,0.2802768349647522,1,650
1,3,0.3650175274524372,0.08304500579833984,1,650
0,0,0.5314993099309504,0.15916955471038818,1,700
0,1,1.0362950400449336,0.25259512662887573,1,700
0,2,0.9210553602315485,0.24221456050872803,1,700
0,3,1.159550888929516,0.26643598079681396,1,700
1,0,0.21232087770476937,0.05882352590560913,1,700
1,1,0.37428186694160104,0.13840830326080322,1,700
1,2,1.044445259962231,0.2837370038032532,1,700
1,3,0.3697629407979548,0.08650517463684082,1,700
0,0,0.5357067105360329,0.15916955471038818,1,750
0,1,1.0502591249532998,0.2629757523536682,1,750
0,2,0.9280012366361916,0.24221456050872803,1,750
0,3,1.1713963863439858,0.2698962092399597,1,750
1,0,0.21529850037768483,0.05882352590560913,1,750
1,1,0.3817874607630074,0.14186853170394897,1,750
1,2,1.0606843349523842,0.2837370038032532,1,750
1,3,0.37441973062232137,0.08650517463684082,1,750
0,0,0.5399351043743081,0.16262978315353394,1,800
0,1,1.0634199304622598,0.2629757523536682,1,800
0,2,0.9348090810817666,0.245674729347229,1,800
0,3,1.1827130241435952,0.2698962092399597,1,800
1,0,0.2181750608724542,0.05882352590560913,1,800
1,1,0.3892124815029092,0.14532870054244995,1,800
1,2,1.0761896295589395,0.2837370038032532,1,800
1,3,0.37898855638923123,0.08650517463684082,1,800
0,0,0.544161893587443,0.1660899519920349,1,850
0,1,1.0758569614699809,0.26643598079681396,1,850
0,2,0.941494144659373,0.245674729347229,1,850
0,3,1.1935551540664164,0.2698962092399597,1,850
1,0,0.22095707819971722,0.05882352590560913,1,850
1,1,0.39655203388247173,0.14532870054244995,1,850
1,2,1.0910253898910014,0.2837370038032532,1,850
1,3,0.38347155616793316,0.08650517463684082,1,850
0,0,0.5483702003548387,0.1660899519920349,1,900
0,1,1.0876395880768541,0.2698962092399597,1,900
0,2,0.9480707227776293,0.245674729347229,1,900
0,3,1.2039733111450914,0.2698962092399597,1,900
1,0,0.22365300651290454,0.05882352590560913,1,900
1,1,0.4038050949166063,0.14532870054244995,1,900
1,2,1.1052546679566149,0.2837370038032532,1,900
1,3,0.3878730713913683,0.08650517463684082,1,900
0,0,0.5525385951186763,0.1660899519920349,1,950
0,1,1.0988273834373103,0.2698962092399597,1,950
0,2,0.9545501088286983,0.245674729347229,1,950
0,3,1.214001319327508,0.2698962092399597,1,950
1,0,0.22626692704216111,0.06228375434875488,1,950
1,1,0.41097449413791765,0.14532870054244995,1,950
1,2,1.1189347719337093,0.2871972322463989,1,950
1,3,0.3921958421851741,0.08304500579833984,1,950
0,0,0.5566624321654672,0.1660899519920349,1,1000
0,1,1.1094791807845468,0.2698962092399597,1,1000
0,2,0.9609408297255868,0.245674729347229,1,1000
0,3,1.2236804880812997,0.2733563780784607,1,1000
1,0,0.2288069643691415,0.06228375434875488,1,1000
1,1,0.41805597326310817,0.14532870054244995,1,1000
1,2,1.1321031965926522,0.2871972322463989,1,1000
1,3,0.39644303104432765,0.08996540307998657,1,1000
0,0,0.560730598095688,0.15916955471038818,1,1050
0,1,1.1196416832244722,0.2733563780784607,1,1050
0,2,0.9672504283225862,0.24221456050872803,1,1050
0,3,1.2330436922347872,0.2733563780784607,1,1050
1,0,0.23127859008673113,0.06228375434875488,1,1050
1,1,0.42505451214674395,0.14532870054244995,1,1050
1,2,1.14480998289946,0.2871972322463989,1,1050
1,3,0.40062033307913225,0.09342563152313232,1,1050
0,0,0.5647413447586587,0.15916955471038818,1,1100
0,1,1.1293678596703103,0.2733563780784607,1,1100
0,2,0.9734863951889565,0.24221456050872803,1,1100
0,3,1.2421139791695168,0.2733563780784607,1,1100
1,0,0.23368524164834525,0.06228375434875488,1,1100
1,1,0.43197253496327903,0.14532870054244995,1,1100
1,2,1.1570896223274758,0.2871972322463989,1,1100
1,3,0.4047317519871285,0.09342563152313232,1,1100
0,0,0.5686980064419913,0.15916955471038818,1,1150
0,1,1.1386899526623893,0.2733563780784607,1,1150
0,2,0.9796597536114859,0.24221456050872803,1,1150
0,3,1.2509229953793692,0.2733563780784607,1,1150
1,0,0.23603543894569157,0.06228375434875488,1,1150
1,1,0.4388149555234122,0.1487889289855957,1,1150
1,2,1.1689796026257682,0.29411762952804565,1,1150
1,3,0.40878193335811375,0.09342563152313232,1,1150
0,0,0.5725891064357711,0.15916955471038818,1,1200
0,1,1.14765072571754,0.2733563780784607,1,1200
0,2,0.9857730935764266,0.245674729347229,1,1200
0,3,1.2594904969882919,0.2698962092399597,1,1200
1,0,0.23832914936065208,0.06228375434875488,1,1200
1,1,0.44558189022063743,0.1487889289855957,1,1200
1,2,1.1805062364292098,0.29411762952804565,1,1200
1,3,0.41277185785293113,0.09342563152313232,1,1200
0,0,0.5764224948361516,0.15916955471038818,1,1250
0,1,1.1562747182324529,0.2733563780784607,1,1250
0,2,0.9918294968083501,0.245674729347229,1,1250
0,3,1.2678432883694768,0.2733563780784607,1,1250
1,0,0.2405717046931386,0.06228375434875488,1,1250
1,1,0.45228023547679186,0.1487889289855957,1,1250
1,2,1.1917063416913152,0.29411762952804565,1,1250
1,3,0.416708511300385,0.0968858003616333,1,1250
0,0,0.5802021958224941,0.16262978315353394,1,1300
0,1,1.1645995714061428,0.2733563780784607,1,1300
0,2,0.9978363253467251,0.245674729347229,1,1300
0,3,1.2759991027705837,0.2733563780784607,1,1300
1,0,0.2427669503085781,0.06228375434875488,1,1300
1,1,0.45890847223927267,0.15224915742874146,1,1300
1,2,1.202600512682693,0.29411762952804565,1,1300
1,3,0.4205899574153591,0.0968858003616333,1,1300
0,0,0.5839227740143542,0.16262978315353394,1,1350
0,1,1.172644049343944,0.2733563780784607,1,1350
0,2,1.0037919585083728,0.24913495779037476,1,1350
0,3,1.2839664522980456,0.27681660652160645,1,1350
1,0,0.24492397945869016,0.06228375434875488,1,1350
1,1,0.46547499340522336,0.15570932626724243,1,1350
1,2,1.213206440625072,0.29411762952804565,1,1350
1,3,0.42443132441985654,0.1038062572479248,1,1350
0,0,0.587593961667153,0.15916955471038818,1,1400
0,1,1.1804376730433432,0.27681660652160645,1,1400
0,2,1.009706486176583,0.24913495779037476,1,1400
0,3,1.2917621025553672,0.27681660652160645,1,1400
1,0,0.2470384875050513,0.06228375434875488,1,1400
1,1,0.47197838516149204,0.15570932626724243,1,1400
1,2,1.2235447058192221,0.29411762952804565,1,1400
1,3,0.4282228538504569,0.1038062572479248,1,1400
0,0,0.5912094798841281,0.16262978315353394,1,1450
0,1,1.1880026546277804,0.27681660652160645,1,1450
0,2,1.01558108003519,0.24913495779037476,1,1450
0,3,1.2994162526883883,0.2802768349647522,1,1450
1,0,0.24911289782903623,0.06228375434875488,1,1450
1,1,0.4784257200517459,0.15224915742874146,1,1450
1,2,1.2336532560148044,0.2975778579711914,1,1450
1,3,0.4319766548433108,0.1038062572479248,1,1450
0,0,0.5947706811857643,0.16262978315353394,1,1500
0,1,1.1953576319647254,0.27681660652160645,1,1500
0,2,1.0214210265112342,0.24913495779037476,1,1500
0,3,1.306926321311039,0.2802768349647522,1,1500
1,0,0.2511552982759895,0.06228375434875488,1,1500
1,1,0.48481826118950266,0.15570932626724243,1,1500
1,2,1.243528794570011,0.2975778579711914,1,1500
1,3,0.4356947653723182,0.10726642608642578,1,1500
0,0,0.5982927373261191,0.16955018043518066,1,1550
0,1,1.2025153926224448,0.2837370038032532,1,1550
0,2,1.0272248080582358,0.24913495779037476,1,1550
0,3,1.3143029502243735,0.2802768349647522,1,1550
1,0,0.2531663468689658,0.06228375434875488,1,1550
1,1,0.4911600342602469,0.15570932626724243,1,1550
1,2,1.2531937650055625,0.2975778579711914,1,1550
1,3,0.4393717339844443,0.10726642608642578,1,1550
0,0,0.6017647744811256,0.17301040887832642,1,1600
0,1,1.2094918252623756,0.2871972322463989,1,1600
0,2,1.0329967500365456,0.24913495779037476,1,1600
0,3,1.3215651275313576,0.2802768349647522,1,1600
1,0,0.2551488937533577,0.06574392318725586,1,1600
1,1,0.4974530996478279,0.15570932626724243,1,1600
1,2,1.2626563073790749,0.30103808641433716,1,1600
1,3,0.44302103535301285,0.10726642608642578,1,1600
0,0,0.6051992615612107,0.17301040887832642,1,1650
0,1,1.2163151940258103,0.2871972322463989,1,1650
0,2,1.0387495001705247,0.24913495779037476,1,1650
0,3,1.3287276467235642,0.2837370038032532,1,1650
1,0,0.2571039339454728,0.06574392318725586,1,1650
1,1,0.5037004193218309,0.15570932626724243,1,1650
1,2,1.2719470700176316,0.30103808641433716,1,1650
1,3,0.4466383000763017,0.10726642608642578,1,1650
0,0,0.6085957095456251,0.17301040887832642,1,1700
0,1,1.22298888419391,0.2871972322463989,1,1700
0,2,1.0444670126271376,0.24913495779037476,1,1700
0,3,1.3357869789433607,0.2837370038032532,1,1700
1,0,0.25902817700625747,0.06574392318725586,1,1700
1,1,0.5099077627492079,0.15570932626724243,1,1700
1,2,1.2810639545750746,0.2975778579711914,1,1700
1,3,0.4502265856099257,0.11072665452957153,1,1700
0,0,0.6119447634155222,0.17301040887832642,1,1750
0,1,1.2295275614196726,0.2871972322463989,1,1750
0,2,1.0501631185943552,0.25259512662887573,1,1750
0,3,1.3427594587737985,0.2837370038032532,1,1750
1,0,0.2609297618801065,0.06574392318725586,1,1750
1,1,0.5160835072929331,0.15570932626724243,1,1750
1,2,1.2900223419601389,0.2975778579711914,1,1750
1,3,0.4537922427589365,0.11072665452957153,1,1750
0,0,0.6152651004413201,0.17301040887832642,1,1800
0,1,1.2359403066257073,0.2837370038032532,1,1800
0,2,1.0558427266696526,0.25259512662887573,1,1800
0,3,1.3496477298358514,0.2837370038032532,1,1800
1,0,0.26281067653690116,0.06574392318725586,1,1800
1,1,0.5222113422969414,0.15916955471038818,1,1800
1,2,1.2988264255145623,0.30449825525283813,1,1800
1,3,0.4573248021224572,0.11072665452957153,1,1800
0,0,0.6185370684106601,0.17301040887832642,1,1850
0,1,1.2422342896898044,0.2837370038032532,1,1850
0,2,1.061505854173447,0.25259512662887573,1,1850
0,3,1.3564633727510227,0.2837370038032532,1,1850
1,0,0.2646700740297092,0.06574392318725586,1,1850
1,1,0.5283090472657932,0.15916955471038818,1,1850
1,2,1.3074854016740574,0.30449825525283813,1,1850
1,3,0.4608405232866062,0.11072665452957153,1,1850
0,0,0.6217819026678626,0.17301040887832642,1,1900
0,1,1.248427884933335,0.2837370038032532,1,1900
0,2,1.0671345165937964,0.25259512662887573,1,1900
0,3,1.3632154635160987,0.2837370038032532,1,1900
1,0,0.26650972878633183,0.06574392318725586,1,1900
1,1,0.5343790224760596,0.15916955471038818,1,1900
1,2,1.3160169295042579,0.30449825525283813,1,1900
1,3,0.46432580268083257,0.11072665452957153,1,1900
0,0,0.6249847624749236,0.17301040887832642,1,1950
0,1,1.2545168016404205,0.2837370038032532,1,1950
0,2,1.072765908047586,0.2560553550720215,1,1950
0,3,1.3699146125763946,0.2837370038032532,1,1950
1,0,0.268332234427362,0.06228375434875488,1,1950
1,1,0.5404168580025726,0.15916955471038818,1,1950
1,2,1.3244304273575835,0.30449825525283813,1,1950
1,3,0.46780534724894096,0.11072665452957153,1,1950
0,0,0.6281652340439905,0.1764705777168274,1,2000
0,1,1.2605352887658228,0.2871972322463989,1,2000
0,2,1.078366805031692,0.25951558351516724,1,2000
0,3,1.3765572795418848,0.2837370038032532,1,2000
1,0,0.2701370903996576,0.06228375434875488,1,2000
1,1,0.5464244970826257,0.15916955471038818,1,2000
1,2,1.3327166327981104,0.30449825525283813,1,2000
1,3,0.4712612518815149,0.11072665452957153,1,2000
0,0,0.6313074916361074,0.1764705777168274,1,2050
0,1,1.2664427846430044,0.2906574606895447,1,2050
0,2,1.0839552968500357,0.25951558351516724,1,2050
0,3,1.3831486791132193,0.2837370038032532,1,2050
1,0,0.2719221800325613,0.06228375434875488,1,2050
1,1,0.5524173468111258,0.15916955471038818,1,2050
1,2,1.3409102052210073,0.30449825525283813,1,2050
1,3,0.47470341024381923,0.11072665452957153,1,2050
0,0,0.6344282657737494,0.1764705777168274,1,2100
0,1,1.2722978622550727,0.2906574606895447,1,2100
0,2,1.0895320207710029,0.25951558351516724,1,2100
0,3,1.3897026807899238,0.2837370038032532,1,2100
1,0,0.2736941904659034,0.06228375434875488,1,2100
1,1,0.5583590895766974,0.15916955471038818,1,2100
1,2,1.3489912778968574,0.3079584836959839,1,2100
1,3,0.4781366617316962,0.11072665452957153,1,2100
0,0,0.6375110352601041,0.1764705777168274,1,2150
0,1,1.2780764306153287,0.29411762952804565,1,2150
0,2,1.0951179469193448,0.25951558351516724,1,2150
0,3,1.3962267840470304,0.2837370038032532,1,2150
1,0,0.27544798499002354,0.06228375434875488,1,2150
1,1,0.5642879212464322,0.15916955471038818,1,2150
1,2,1.356976529415988,0.3079584836959839,1,2150
1,3,0.4815490747059812,0.11072665452957153,1,2150
0,0,0.6405690500469063,0.1764705777168274,1,2200
0,1,1.2837930509776925,0.2975778579711914,1,2200
0,2,1.1006862709255074,0.25951558351516724,1,2200
0,3,1.402715165349946,0.2837370038032532,1,2200
1,0,0.27718706819723593,0.06228375434875488,1,2200
1,1,0.5702026674480294,0.15916955471038818,1,2200
1,2,1.364868838521943,0.31141871213912964,1,2200
1,3,0.48494322988699423,0.11072665452957153,1,2200
0,0,0.6435947448881052,0.1764705777168274,1,2250
0,1,1.2894466550023935,0.2975778579711914,1,2250
0,2,1.1062377125890634,0.2560553550720215,1,2250
0,3,1.4091820151479624,0.2837370038032532,1,2250
1,0,0.27891803094462375,0.06228375434875488,1,2250
1,1,0.5760982663305185,0.16262978315353394,1,2250
1,2,1.372682038036146,0.3079584836959839,1,2250
1,3,0.48833379456118564,0.11072665452957153,1,2250
0,0,0.6465978402993642,0.17993080615997314,1,2300
0,1,1.2950808782479726,0.2975778579711914,1,2300
0,2,1.11179564188933,0.2560553550720215,1,2300
0,3,1.4156328220269643,0.2837370038032532,1,2300
1,0,0.28063906024908647,0.06228375434875488,1,2300
1,1,0.5819782991311513,0.16262978315353394,1,2300
1,2,1.3804087419412099,0.3079584836959839,1,2300
1,3,0.4917075414559804,0.11072665452957153,1,2300
0,0,0.6495668876486889,0.1764705777168274,1,2350
0,1,1.300647674830543,0.30103808641433716,1,2350
0,2,1.1173254835921398,0.2560553550720215,1,2350
0,3,1.4220504153090587,0.2837370038032532,1,2350
1,0,0.28233849886237294,0.06228375434875488,1,2350
1,1,0.5878337014037243,0.16262978315353394,1,2350
1,2,1.3880690920668712,0.3079584836959839,1,2350
1,3,0.49506443622885854,0.11072665452957153,1,2350
0,0,0.6525348656177812,0.1764705777168274,1,2400
0,1,1.3061663739681535,0.30103808641433716,1,2400
0,2,1.122872077703505,0.2560553550720215,1,2400
0,3,1.428466641187697,0.2906574606895447,1,2400
1,0,0.2840362124443345,0.06228375434875488,1,2400
1,1,0.5936728351116471,0.16262978315353394,1,2400
1,2,1.3956757419109636,0.3079584836959839,1,2400
1,3,0.4984339408874803,0.11072665452957153,1,2400
0,0,0.6554630386199278,0.17993080615997314,1,2450
0,1,1.3116536723937315,0.30449825525283813,1,2450
0,2,1.1284293519820494,0.2560553550720215,1,2450
0,3,1.4348586189116759,0.2906574606895447,1,2450
1,0,0.2857210623587889,0.06228375434875488,1,2450
1,1,0.5994955288733763,0.16262978315353394,1,2450
1,2,1.4032077180709166,0.3079584836959839,1,2450
1,3,0.501795052226953,0.11072665452957153,1,2450
0,0,0.6583540835126769,0.17993080615997314,1,2500
0,1,1.3170901336416136,0.30449825525283813,1,2500
0,2,1.1339727439626586,0.25259512662887573,1,2500
0,3,1.4412394561513793,0.29411762952804565,1,2500
1,0,0.28738389394129626,0.06574392318725586,1,2500
1,1,0.6053254999860656,0.16262978315353394,1,2500
1,2,1.4106746711477172,0.3079584836959839,1,2500
1,3,0.5051311650022399,0.11072665452957153,1,2500
0,0,0.6612398875186045,0.17993080615997314,1,2550
0,1,1.3225128305384715,0.3079584836959839,1,2550
0,2,1.1395146501490672,0.24913495779037476,1,2550
0,3,1.4476228607127268,0.29411762952804565,1,2550
1,0,0.2890558195540507,0.06574392318725586,1,2550
1,1,0.6111306202838023,0.16262978315353394,1,2550
1,2,1.4180729043910105,0.31141871213912964,1,2550
1,3,0.5084572089144785,0.11072665452957153,1,2550
0,0,0.6640950143155351,0.18339097499847412,1,2600
0,1,1.3279044925984635,0.3079584836959839,1,2600
0,2,1.14506533740132,0.25259512662887573,1,2600
0,3,1.4540065824803605,0.2975778579711914,1,2600
1,0,0.290721356850554,0.06574392318725586,1,2600
1,1,0.6169238984402909,0.16262978315353394,1,2600
1,2,1.4254156648930802,0.31141871213912964,1,2600
1,3,0.5117957293805375,0.11072665452957153,1,2600
0,0,0.666926839208827,0.18339097499847412,1,2650
0,1,1.3332782171728468,0.3079584836959839,1,2650
0,2,1.1506094120504713,0.2560553550720215,1,2650
0,3,1.4603763006689405,0.2975778579711914,1,2650
1,0,0.29236272797606944,0.06574392318725586,1,2650
1,1,0.6227031730177259,0.16262978315353394,1,2650
1,2,1.432707347727046,0.3148788809776306,1,2650
1,3,0.5151230476858473,0.11072665452957153,1,2650
0,0,0.6697460528703232,0.17993080615997314,1,2700
0,1,1.338627469191124,0.3079584836959839,1,2700
0,2,1.1561743136735458,0.25951558351516724,1,2700
0,3,1.4667568322511215,0.2975778579711914,1,2700
1,0,0.29400528634505463,0.06574392318725586,1,2700
1,1,0.6284926053376694,0.1660899519920349,1,2700
1,2,1.4399685975404282,0.3148788809776306,1,2700
1,3,0.5184419270844955,0.11072665452957153,1,2700
0,0,0.6725236348593171,0.17993080615997314,1,2750
0,1,1.3439526133024629,0.3079584836959839,1,2750
0,2,1.16173954529404,0.25951558351516724,1,2750
0,3,1.4731523565733369,0.2975778579711914,1,2750
1,0,0.29564260167717293,0.06574392318725586,1,2750
1,1,0.6342365912878449,0.1660899519920349,1,2750
1,2,1.4471636585676606,0.3148788809776306,1,2750
1,3,0.52176471275925,0.11418682336807251,1,2750
0,0,0.6752870369236916,0.17993080615997314,1,2800
0,1,1.3492526698391885,0.31141871213912964,1,2800
0,2,1.16729053738527,0.25951558351516724,1,2800
0,3,1.479544012574479,0.2975778579711914,1,2800
1,0,0.29727837326936424,0.06574392318725586,1,2800
1,1,0.6399934578221291,0.1660899519920349,1,2800
1,2,1.4543453145306557,0.3148788809776306,1,2800
1,3,0.5250894713681191,0.11418682336807251,1,2800
0,0,0.6780585829710617,0.17993080615997314,1,2850
0,1,1.3545888249373093,0.31141871213912964,1,2850
0,2,1.172865230271782,0.2560553550720215,1,2850
0,3,1.4859053675627365,0.2975778579711914,1,2850
1,0,0.29890124840494536,0.06574392318725586,1,2850
1,1,0.6457741443609848,0.1660899519920349,1,2850
1,2,1.461465675065483,0.3148788809776306,1,2850
1,3,0.5283885781263962,0.11418682336807251,1,2850
0,0,0.6807681659611262,0.17993080615997314,1,2900
0,1,1.359851990118841,0.3079584836959839,1,2900
0,2,1.1784468034657039,0.2560553550720215,1,2900
0,3,1.492298040762762,0.2975778579711914,1,2900
1,0,0.3005174437912501,0.06574392318725586,1,2900
1,1,0.651523087397436,0.1660899519920349,1,2900
1,2,1.468569670096258,0.3148788809776306,1,2900
1,3,0.5317011217030085,0.11418682336807251,1,2900
0,0,0.6834762229536864,0.18339097499847412,1,2950
0,1,1.3651563658331725,0.3079584836959839,1,2950
0,2,1.1840390696143004,0.2560553550720215,1,2950
0,3,1.4986729158972594,0.2975778579711914,1,2950
1,0,0.3021381928538176,0.06574392318725586,1,2950
1,1,0.6572645439719054,0.1660899519920349,1,2950
1,2,1.4755914940451476,0.3148788809776306,1,2950
1,3,0.5350229277228209,0.11418682336807251,1,2950
0,0,0.6861512437117199,0.18339097499847412,1,3000
0,1,1.3704292550337414,0.30449825525283813,1,3000
0,2,1.1896431222212414,0.2560553550720215,1,3000
0,3,1.5050571933043102,0.2975778579711914,1,3000
1,0,0.30374524738908804,0.06574392318725586,1,3000
1,1,0.6630051508200268,0.1660899519920349,1,3000
1,2,1.4826065078032116,0.32179927825927734,1,3000
1,3,0.5383491292250255,0.11418682336807251,1,3000
0,0,0.6888317076773092,0.18339097499847412,1,3050
0,1,1.3756894676298543,0.30449825525283813,1,3050
0,2,1.1952689497084066,0.2629757523536682,1,3050
0,3,1.51145668908066,0.2975778579711914,1,3050
1,0,0.30536337777084555,0.06574392318725586,1,3050
1,1,0.668740829667513,0.1660899519920349,1,3050
1,2,1.4896113483519002,0.32179927825927734,1,3050
1,3,0.541667243680422,0.12110728025436401,1,3050
0,0,0.6914738305895298,0.18339097499847412,1,3100
0,1,1.3809363135187596,0.30449825525283813,1,3100
0,2,1.2008852251856297,0.2629757523536682,1,3100
0,3,1.5178610571711033,0.2975778579711914,1,3100
1,0,0.30696227038788493,0.06574392318725586,1,3100
1,1,0.6744905599443882,0.1660899519920349,1,3100
1,2,1.49656860912728,0.3252595067024231,1,3100
1,3,0.5449583419649571,0.12110728025436401,1,3100
0,0,0.6940750313096942,0.18339097499847412,1,3150
0,1,1.386210305719942,0.30449825525283813,1,3150
0,2,1.2065197062784137,0.2629757523536682,1,3150
0,3,1.5242664647394122,0.2975778579711914,1,3150
1,0,0.3085653019243182,0.06574392318725586,1,3150
1,1,0.680219037561983,0.1660899519920349,1,3150
1,2,1.503494126825899,0.32871973514556885,1,3150
1,3,0.5482735467248858,0.12110728025436401,1,3150
0,0,0.6966981512759958,0.18339097499847412,1,3200
0,1,1.3915254098628793,0.3148788809776306,1,3200
0,2,1.2121557218288217,0.2629757523536682,1,3200
0,3,1.5306672078822885,0.2975778579711914,1,3200
1,0,0.31017299716222624,0.06574392318725586,1,3200
1,1,0.6859624010776315,0.1660899519920349,1,3200
1,2,1.510399959728602,0.32871973514556885,1,3200
1,3,0.5515827161525522,0.12110728025436401,1,3200
0,0,0.6992934641311876,0.18339097499847412,1,3250
0,1,1.3967827853630297,0.31141871213912964,1,3250
0,2,1.2178052958915941,0.26643598079681396,1,3250
0,3,1.5370523032615893,0.30103808641433716,1,3250
1,0,0.3117738363216631,0.06574392318725586,1,3250
1,1,0.6916952428291552,0.1660899519920349,1,3250
