component,layer,index,delta_loss,delta_accuracy,seed,step,probe_split
mlp_group,0,5,1.0322599411010742,0.372413769364357,0,1500,heldout
mlp_group,0,6,0.46489858627319336,0.1862068772315979,0,1500,heldout
mlp_group,0,7,0.8150200843811035,0.31034480035305023,0,1500,heldout
head,1,0,1.1369903087615967,0.2896551489830017,0,1500,heldout
head,1,1,0.5617771148681641,0.22068962454795837,0,1500,heldout
head,1,2,0.6954424381256104,0.24827584624290466,0,1500,heldout
head,1,3,0.7138309478759766,0.2620689421892166,0,1500,heldout
mlp_group,1,0,-0.07587790489196777,0.006896555423736572,0,1500,heldout
mlp_group,1,1,0.02949357032775879,0.0,0,1500,heldout
mlp_group,1,2,-0.02445673942565918,0.0,0,1500,heldout
mlp_group,1,3,-0.14360570907592773,0.0,0,1500,heldout
mlp_group,1,4,-0.0591282844543457,0.0,0,1500,heldout
mlp_group,1,5,-0.03059530258178711,0.0,0,1500,heldout
mlp_group,1,6,-0.1169893741607666,0.0,0,1500,heldout
mlp_group,1,7,-0.03541207313537598,0.0,0,1500,heldout
head,0,0,0.14406585693359375,0.1310344636440277,0,2000,heldout
head,0,1,0.25203871726989746,0.13793101906776428,0,2000,heldout
head,0,2,0.7194209098815918,0.22758617997169495,0,2000,heldout
head,0,3,0.3378424644470215,0.14482757449150085,0,2000,heldout
mlp_group,0,0,0.02918100357055664,0.0,0,2000,heldout
mlp_group,0,1,-0.03429269790649414,0.0,0,2000,heldout
mlp_group,0,2,-0.09431076049804688,0.0,0,2000,heldout
mlp_group,0,3,-0.0883939266204834,0.0,0,2000,heldout
mlp_group,0,4,-0.14058208465576172,0.0,0,2000,heldout
mlp_group,0,5,-0.023491382598876953,0.0,0,2000,heldout
mlp_group,0,6,-0.018733978271484375,0.0,0,2000,heldout
mlp_group,0,7,-0.008617877960205078,0.0,0,2000,heldout
head,1,0,0.14355778694152832,0.09655168652534485,0,2000,heldout
head,1,1,0.023639440536499023,0.04137927293777466,0,2000,heldout
head,1,2,0.1936502456665039,0.110344797372818,0,2000,heldout
head,1,3,-0.013829708099365234,0.0275861918926239,0,2000,heldout
mlp_group,1,0,0.0016875267028808594,0.0,0,2000,heldout
mlp_group,1,1,0.0550074577331543,0.0,0,2000,heldout
mlp_group,1,2,-0.0012073516845703125,0.0,0,2000,heldout
mlp_group,1,3,-0.054808616638183594,0.0,0,2000,heldout
mlp_group,1,4,-0.025791168212890625,0.0,0,2000,heldout
mlp_group,1,5,-0.026847124099731445,0.0,0,2000,heldout
mlp_group,1,6,-0.02620697021484375,0.0,0,2000,heldout
mlp_group,1,7,0.04828071594238281,0.0,0,2000,heldout
head,0,0,0.34979867935180664,0.1862068772315979,0,2500,heldout
head,0,1,0.5358107089996338,0.1862068772315979,0,2500,heldout
head,0,2,0.9972591400146484,0.27586203813552856,0,2500,heldout
head,0,3,0.7253859043121338,0.2137930691242218,0,2500,heldout
mlp_group,0,0,0.18407964706420898,0.16551721096038818,0,2500,heldout
mlp_group,0,1,0.0297544002532959,0.04827582836151123,0,2500,heldout
mlp_group,0,2,-0.11499881744384766,0.0275861918926239,0,2500,heldout
mlp_group,0,3,-0.07727360725402832,-0.006896555423736572,0,2500,heldout
mlp_group,0,4,-0.21140384674072266,-0.006896555423736572,0,2500,heldout
mlp_group,0,5,0.05129194259643555,0.02068963646888733,0,2500,heldout
mlp_group,0,6,0.017785072326660156,-0.006896555423736572,0,2500,heldout
mlp_group,0,7,0.05608081817626953,0.04827582836151123,0,2500,heldout
head,1,0,0.6014308929443359,0.19999998807907104,0,2500,heldout
head,1,1,0.18845701217651367,0.09655168652534485,0,2500,heldout
head,1,2,0.47731494903564453,0.17241376638412476,0,2500,heldout
head,1,3,0.19385123252868652,0.09655168652534485,0,2500,heldout
mlp_group,1,0,-0.05920004844665527,0.0,0,2500,heldout
mlp_group,1,1,-0.026466846466064453,0.0,0,2500,heldout
mlp_group,1,2,-0.031668901443481445,0.0,0,2500,heldout
mlp_group,1,3,-0.08805251121520996,0.0,0,2500,heldout
mlp_group,1,4,-0.019171953201293945,0.006896555423736572,0,2500,heldout
mlp_group,1,5,0.01828479766845703,0.0,0,2500,heldout
mlp_group,1,6,-0.07772493362426758,0.0,0,2500,heldout
mlp_group,1,7,0.007099151611328125,0.0,0,2500,heldout
head,0,0,0.8245775699615479,0.2965517044067383,0,3000,heldout
head,0,1,0.7341032028198242,0.28275859355926514,0,3000,heldout
head,0,2,1.3399693965911865,0.35172411799430847,0,3000,heldout
head,0,3,1.1665642261505127,0.35172411799430847,0,3000,heldout
mlp_group,0,0,0.295696496963501,0.40689652413129807,0,3000,heldout
mlp_group,0,1,0.23919057846069336,0.17241376638412476,0,3000,heldout
mlp_group,0,2,0.1238698959350586,0.1862068772315979,0,3000,heldout
mlp_group,0,3,0.12700843811035156,0.12413790822029114,0,3000,heldout
mlp_group,0,4,-0.09726142883300781,0.06896549463272095,0,3000,heldout
mlp_group,0,5,0.4011521339416504,0.17931032180786133,0,3000,heldout
mlp_group,0,6,0.22709298133850098,0.10344824194908142,0,3000,heldout
mlp_group,0,7,0.32011866569519043,0.19310343265533447,0,3000,heldout
head,1,0,1.1982452869415283,0.33103445172309875,0,3000,heldout
head,1,1,0.5772223472595215,0.23448273539543152,0,3000,heldout
head,1,2,0.8770358562469482,0.25517240166664124,0,3000,heldout
head,1,3,0.6850194931030273,0.27586203813552856,0,3000,heldout
mlp_group,1,0,-0.10806512832641602,0.0,0,3000,heldout
mlp_group,1,1,-0.05459737777709961,0.0,0,3000,heldout
mlp_group,1,2,-0.052999019622802734,0.0,0,3000,heldout
mlp_group,1,3,-0.14555835723876953,0.006896555423736572,0,3000,heldout
mlp_group,1,4,-0.044455528259277344,0.006896555423736572,0,3000,heldout
mlp_group,1,5,0.012843847274780273,0.0,0,3000,heldout
mlp_group,1,6,-0.13653182983398438,0.0,0,3000,heldout
mlp_group,1,7,-0.015552520751953125,0.006896555423736572,0,3000,heldout
head,0,0,0.1668076515197754,0.15172410011291504,0,3500,heldout
head,0,1,0.3634986877441406,0.16551721096038818,0,3500,heldout
head,0,2,1.0885467529296875,0.2413792908191681,0,3500,heldout
head,0,3,0.500516414642334,0.1586206555366516,0,3500,heldout
mlp_group,0,0,-0.2925078868865967,0.10344824194908142,0,3500,heldout
mlp_group,0,1,-0.04594874382019043,0.0,0,3500,heldout
mlp_group,0,2,-0.12307262420654297,0.0,0,3500,heldout
mlp_group,0,3,-0.061367034912109375,0.0,0,3500,heldout
mlp_group,0,4,-0.1894376277923584,0.0,0,3500,heldout
mlp_group,0,5,-0.07996010780334473,0.0,0,3500,heldout
mlp_group,0,6,-0.11522459983825684,0.0,0,3500,heldout
mlp_group,0,7,-0.11134076118469238,0.0,0,3500,heldout
head,1,0,0.29978251457214355,0.11724135279655457,0,3500,heldout
head,1,1,0.26518821716308594,0.08275860548019409,0,3500,heldout
head,1,2,0.411527156829834,0.19310343265533447,0,3500,heldout
head,1,3,0.05194520950317383,0.04137927293777466,0,3500,heldout
mlp_group,1,0,-0.01169276237487793,0.0,0,3500,heldout
mlp_group,1,1,-0.006143808364868164,0.0,0,3500,heldout
mlp_group,1,2,-0.018721580505371094,0.0,0,3500,heldout
mlp_group,1,3,-0.025174856185913086,0.0,0,3500,heldout
mlp_group,1,4,0.0018112659454345703,0.0,0,3500,heldout
mlp_group,1,5,-0.050530433654785156,0.0,0,3500,heldout
mlp_group,1,6,-0.07168197631835938,0.0,0,3500,heldout
mlp_group,1,7,-0.01006460189819336,0.0,0,3500,heldout
head,0,0,0.34928011894226074,0.22068962454795837,0,4000,heldout
head,0,1,0.5922946929931641,0.2137930691242218,0,4000,heldout
head,0,2,1.3224036693572998,0.31034480035305023,0,4000,heldout
head,0,3,0.7314600944519043,0.27586203813552856,0,4000,heldout
mlp_group,0,0,-0.022263288497924805,0.22758617997169495,0,4000,heldout
mlp_group,0,1,-0.044114112854003906,0.006896555423736572,0,4000,heldout
mlp_group,0,2,-0.15415382385253906,0.04827582836151123,0,4000,heldout
mlp_group,0,3,-0.10690188407897949,0.02068963646888733,0,4000,heldout
mlp_group,0,4,-0.29263830184936523,-0.020689666271209717,0,4000,heldout
mlp_group,0,5,-0.10703492164611816,0.0275861918926239,0,4000,heldout
mlp_group,0,6,-0.24141716957092285,0.006896555423736572,0,4000,heldout
mlp_group,0,7,-0.17366290092468262,0.02068963646888733,0,4000,heldout
head,1,0,0.8044881820678711,0.2137930691242218,0,4000,heldout
head,1,1,0.4284946918487549,0.17931032180786133,0,4000,heldout
head,1,2,0.7651236057281494,0.25517240166664124,0,4000,heldout
head,1,3,0.2910125255584717,0.13793101906776428,0,4000,heldout
mlp_group,1,0,0.002164602279663086,0.006896555423736572,0,4000,heldout
mlp_group,1,1,-0.029507160186767578,0.0,0,4000,heldout
mlp_group,1,2,-0.011833906173706055,0.0,0,4000,heldout
mlp_group,1,3,-0.054103851318359375,0.0,0,4000,heldout
mlp_group,1,4,0.01090860366821289,0.0,0,4000,heldout
mlp_group,1,5,0.009334802627563477,0.0,0,4000,heldout
mlp_group,1,6,-0.04865574836730957,0.0,0,4000,heldout
mlp_group,1,7,0.002199888229370117,0.0,0,4000,heldout
head,0,0,0.3837697505950928,0.1586206555366516,0,4500,heldout
head,0,1,0.1399681568145752,0.09655168652534485,0,4500,heldout
head,0,2,0.9407501220703125,0.22758617997169495,0,4500,heldout
head,0,3,0.31886911392211914,0.1310344636440277,0,4500,heldout
mlp_group,0,0,-0.11588120460510254,0.062068939208984375,0,4500,heldout
mlp_group,0,1,-0.024377107620239258,0.0,0,4500,heldout
mlp_group,0,2,-0.05863213539123535,0.0,0,4500,heldout
mlp_group,0,3,-0.0448451042175293,0.0,0,4500,heldout
mlp_group,0,4,-0.09140372276306152,0.0,0,4500,heldout
mlp_group,0,5,-0.051770925521850586,0.0,0,4500,heldout
mlp_group,0,6,-0.11699891090393066,0.0,0,4500,heldout
mlp_group,0,7,-0.11332249641418457,0.0,0,4500,heldout
head,1,0,0.19455909729003906,0.10344824194908142,0,4500,heldout
head,1,1,0.22757816314697266,0.062068939208984375,0,4500,heldout
head,1,2,0.33348679542541504,0.16551721096038818,0,4500,heldout
head,1,3,0.055939435958862305,0.034482747316360474,0,4500,heldout
mlp_group,1,0,0.041922807693481445,0.0,0,4500,heldout
mlp_group,1,1,-0.031648874282836914,0.0,0,4500,heldout
mlp_group,1,2,0.01726365089416504,0.0,0,4500,heldout
mlp_group,1,3,-0.018198490142822266,0.0,0,4500,heldout
mlp_group,1,4,-0.032181739807128906,0.0,0,4500,heldout
mlp_group,1,5,-0.014554023742675781,0.0,0,4500,heldout
mlp_group,1,6,-0.05118083953857422,0.0,0,4500,heldout
mlp_group,1,7,-0.03347659111022949,0.0,0,4500,heldout
head,0,0,0.4273712635040283,0.22068962454795837,0,5000,heldout
head,0,1,0.22946786880493164,0.15172410011291504,0,5000,heldout
head,0,2,1.2513811588287354,0.2620689421892166,0,5000,heldout
head,0,3,0.5225167274475098,0.2137930691242218,0,5000,heldout
mlp_group,0,0,0.35345911979675293,0.27586203813552856,0,5000,heldout
mlp_group,0,1,-0.0343019962310791,0.0,0,5000,heldout
mlp_group,0,2,-0.031241178512573242,0.0275861918926239,0,5000,heldout
mlp_group,0,3,-0.10150885581970215,-0.006896555423736572,0,5000,heldout
mlp_group,0,4,-0.16518473625183105,0.0,0,5000,heldout
mlp_group,0,5,-0.014100074768066406,0.013793081045150757,0,5000,heldout
mlp_group,0,6,-0.13160371780395508,0.0,0,5000,heldout
mlp_group,0,7,-0.041832923889160156,0.0275861918926239,0,5000,heldout
head,1,0,0.6830463409423828,0.16551721096038818,0,5000,heldout
head,1,1,0.46457505226135254,0.15172410011291504,0,5000,heldout
head,1,2,0.6704869270324707,0.1862068772315979,0,5000,heldout
head,1,3,0.25507020950317383,0.08965516090393066,0,5000,heldout
mlp_group,1,0,0.041724443435668945,0.0,0,5000,heldout
mlp_group,1,1,-0.0480196475982666,0.0,0,5000,heldout
mlp_group,1,2,0.0261228084564209,0.0,0,5000,heldout
mlp_group,1,3,-0.042565345764160156,0.0,0,5000,heldout
mlp_group,1,4,0.0022957324981689453,0.0,0,5000,heldout
mlp_group,1,5,0.03884601593017578,0.0,0,5000,heldout
mlp_group,1,6,-0.016688108444213867,0.0,0,5000,heldout
mlp_group,1,7,-0.05364203453063965,0.006896555423736572,0,5000,heldout
head,0,0,0.8149681091308594,0.33103445172309875,0,5500,heldout
head,0,1,0.6545689105987549,0.2896551489830017,0,5500,heldout
head,0,2,1.5392265319824219,0.2965517044067383,0,5500,heldout
head,0,3,0.9107639789581299,0.30344824492931366,0,5500,heldout
mlp_group,0,0,0.9763422012329102,0.4758620448410511,0,5500,heldout
mlp_group,0,1,0.06562566757202148,0.034482747316360474,0,5500,heldout
mlp_group,0,2,0.38189244270324707,0.16551721096038818,0,5500,heldout
mlp_group,0,3,0.023232221603393555,0.034482747316360474,0,5500,heldout
mlp_group,0,4,0.11524748802185059,0.10344824194908142,0,5500,heldout
mlp_group,0,5,0.6249580383300781,0.2965517044067383,0,5500,heldout
mlp_group,0,6,0.36512017250061035,0.24827584624290466,0,5500,heldout
mlp_group,0,7,0.4854085445404053,0.27586203813552856,0,5500,heldout
head,1,0,1.2825233936309814,0.2689654976129532,0,5500,heldout
head,1,1,0.797996997833252,0.2413792908191681,0,5500,heldout
head,1,2,1.099398136138916,0.31034480035305023,0,5500,heldout
head,1,3,0.8379936218261719,0.2413792908191681,0,5500,heldout
mlp_group,1,0,0.0648345947265625,0.02068963646888733,0,5500,heldout
mlp_group,1,1,-0.03375053405761719,0.0,0,5500,heldout
mlp_group,1,2,0.041231632232666016,0.0,0,5500,heldout
mlp_group,1,3,-0.02423715591430664,0.02068963646888733,0,5500,heldout
mlp_group,1,4,0.022182941436767578,-0.006896555423736572,0,5500,heldout
mlp_group,1,5,0.05430006980895996,0.006896555423736572,0,5500,heldout
mlp_group,1,6,-0.024248600006103516,-0.006896555423736572,0,5500,heldout
mlp_group,1,7,-0.013771533966064453,0.0275861918926239,0,5500,heldout
head,0,0,0.4174933433532715,0.1862068772315979,0,6000,heldout
head,0,1,0.1922626495361328,0.08275860548019409,0,6000,heldout
head,0,2,1.4521713256835938,0.2689654976129532,0,6000,heldout
head,0,3,0.47615575790405273,0.12413790822029114,0,6000,heldout
mlp_group,0,0,-0.03345751762390137,0.0,0,6000,heldout
mlp_group,0,1,-0.007292747497558594,0.0,0,6000,heldout
mlp_group,0,2,0.012089729309082031,0.0,0,6000,heldout
mlp_group,0,3,0.0021665096282958984,0.0,0,6000,heldout
mlp_group,0,4,0.004029273986816406,0.0,0,6000,heldout
mlp_group,0,5,0.01036381721496582,0.0,0,6000,heldout
mlp_group,0,6,-0.03268623352050781,0.0,0,6000,heldout
mlp_group,0,7,-0.0008478164672851562,0.0,0,6000,heldout
head,1,0,0.2670297622680664,0.062068939208984375,0,6000,heldout
head,1,1,0.33850526809692383,0.0551723837852478,0,6000,heldout
head,1,2,0.38764429092407227,0.1310344636440277,0,6000,heldout
head,1,3,0.07498574256896973,0.02068963646888733,0,6000,heldout
mlp_group,1,0,-0.015308618545532227,0.0,0,6000,heldout
mlp_group,1,1,-0.09264206886291504,0.0,0,6000,heldout
mlp_group,1,2,-0.08059453964233398,-0.006896555423736572,0,6000,heldout
mlp_group,1,3,-0.039701223373413086,0.0,0,6000,heldout
mlp_group,1,4,-0.046835899353027344,-0.006896555423736572,0,6000,heldout
mlp_group,1,5,0.0057528018951416016,0.0,0,6000,heldout
mlp_group,1,6,-0.08899497985839844,-0.006896555423736572,0,6000,heldout
mlp_group,1,7,-0.013160943984985352,0.0,0,6000,heldout
head,0,0,0.46846580505371094,0.22068962454795837,0,6500,heldout
head,0,1,0.3610091209411621,0.15172412991523743,0,6500,heldout
head,0,2,1.5271718502044678,0.2620689570903778,0,6500,heldout
head,0,3,0.7383773326873779,0.19310343265533447,0,6500,heldout
mlp_group,0,0,-0.07922053337097168,0.006896555423736572,0,6500,heldout
mlp_group,0,1,-0.02917337417602539,0.0,0,6500,heldout
mlp_group,0,2,0.00785207748413086,0.006896555423736572,0,6500,heldout
mlp_group,0,3,-0.01048898696899414,0.006896555423736572,0,6500,heldout
mlp_group,0,4,-0.013422727584838867,0.006896555423736572,0,6500,heldout
mlp_group,0,5,-0.004594564437866211,0.006896555423736572,0,6500,heldout
mlp_group,0,6,-0.07538938522338867,0.006896555423736572,0,6500,heldout
mlp_group,0,7,-0.0313870906829834,0.006896555423736572,0,6500,heldout
head,1,0,0.6430544853210449,0.1310344636440277,0,6500,heldout
head,1,1,0.577263355255127,0.14482757449150085,0,6500,heldout
head,1,2,0.8368299007415771,0.20689654350280762,0,6500,heldout
head,1,3,0.1816394329071045,0.04827585816383362,0,6500,heldout
mlp_group,1,0,-0.045884132385253906,0.0,0,6500,heldout
mlp_group,1,1,-0.16605591773986816,0.006896555423736572,0,6500,heldout
mlp_group,1,2,-0.13396382331848145,0.0,0,6500,heldout
mlp_group,1,3,-0.09425497055053711,0.0,0,6500,heldout
mlp_group,1,4,-0.06641769409179688,0.0,0,6500,heldout
mlp_group,1,5,-0.0003948211669921875,0.0,0,6500,heldout
mlp_group,1,6,-0.14125418663024902,0.0,0,6500,heldout
mlp_group,1,7,-0.03821301460266113,0.006896555423736572,0,6500,heldout
head,0,0,0.5991675853729248,0.2413792908191681,0,7000,heldout
head,0,1,0.5231108665466309,0.1862068772315979,0,7000,heldout
head,0,2,1.6150617599487305,0.27586205303668976,0,7000,heldout
head,0,3,0.8811502456665039,0.24827584624290466,0,7000,heldout
mlp_group,0,0,-0.03982210159301758,0.0,0,7000,heldout
mlp_group,0,1,-0.04984760284423828,0.0,0,7000,heldout
mlp_group,0,2,0.020608186721801758,0.0,0,7000,heldout
mlp_group,0,3,-0.01269984245300293,0.0,0,7000,heldout
mlp_group,0,4,-0.005898475646972656,0.0,0,7000,heldout
mlp_group,0,5,0.0133819580078125,0.0,0,7000,heldout
mlp_group,0,6,-0.06963634490966797,0.006896555423736572,0,7000,heldout
mlp_group,0,7,-0.019366025924682617,0.013793110847473145,0,7000,heldout
head,1,0,0.8200340270996094,0.1862068772315979,0,7000,heldout
head,1,1,0.7457425594329834,0.19999998807907104,0,7000,heldout
head,1,2,1.0795729160308838,0.25517240166664124,0,7000,heldout
head,1,3,0.3361959457397461,0.08275860548019409,0,7000,heldout
mlp_group,1,0,-0.006735801696777344,0.0,0,7000,heldout
mlp_group,1,1,-0.12147259712219238,0.0,0,7000,heldout
mlp_group,1,2,-0.08976960182189941,0.0,0,7000,heldout
mlp_group,1,3,-0.01789689064025879,0.0,0,7000,heldout
mlp_group,1,4,-0.033318281173706055,0.0,0,7000,heldout
mlp_group,1,5,0.0422825813293457,0.0,0,7000,heldout
mlp_group,1,6,-0.0984046459197998,0.0,0,7000,heldout
mlp_group,1,7,-0.018770217895507812,0.0,0,7000,heldout
head,0,0,0.8848016262054443,0.2896551489830017,0,7500,heldout
head,0,1,0.8511562347412109,0.20689654350280762,0,7500,heldout
head,0,2,1.8774778842926025,0.3172413557767868,0,7500,heldout
head,0,3,1.2590084075927734,0.2896551489830017,0,7500,heldout
mlp_group,0,0,0.08046579360961914,0.013793110847473145,0,7500,heldout
mlp_group,0,1,-0.08182191848754883,0.006896555423736572,0,7500,heldout
mlp_group,0,2,0.051935672760009766,0.006896555423736572,0,7500,heldout
mlp_group,0,3,-0.011528968811035156,0.0,0,7500,heldout
mlp_group,0,4,0.012392282485961914,0.0,0,7500,heldout
mlp_group,0,5,0.06098365783691406,0.0,0,7500,heldout
mlp_group,0,6,-0.06908202171325684,0.0,0,7500,heldout
mlp_group,0,7,0.055660247802734375,0.013793110847473145,0,7500,heldout
head,1,0,1.1861143112182617,0.28275860846042633,0,7500,heldout
head,1,1,1.144012212753296,0.3103448152542114,0,7500,heldout
head,1,2,1.5214056968688965,0.3241379112005234,0,7500,heldout
head,1,3,0.7490482330322266,0.22068962454795837,0,7500,heldout
mlp_group,1,0,-0.028367996215820312,0.013793110847473145,0,7500,heldout
mlp_group,1,1,-0.05719447135925293,0.0,0,7500,heldout
mlp_group,1,2,0.00836038589477539,0.0,0,7500,heldout
mlp_group,1,3,0.053011178970336914,0.0,0,7500,heldout
mlp_group,1,4,0.006754398345947266,0.0,0,7500,heldout
mlp_group,1,5,0.03831768035888672,0.0,0,7500,heldout
mlp_group,1,6,-0.054244041442871094,0.0,0,7500,heldout
mlp_group,1,7,0.014018058776855469,0.0,0,7500,heldout
head,0,0,0.3227797746658325,0.12413790822029114,0,8000,heldout
head,0,1,0.144311785697937,0.02758622169494629,0,8000,heldout
head,0,2,1.6227482557296753,0.23448273539543152,0,8000,heldout
head,0,3,0.5177985429763794,0.14482757449150085,0,8000,heldout
mlp_group,0,0,0.0039098262786865234,0.0,0,8000,heldout
mlp_group,0,1,-0.014191508293151855,0.0,0,8000,heldout
mlp_group,0,2,0.008368611335754395,0.0,0,8000,heldout
mlp_group,0,3,-0.0027385950088500977,0.0,0,8000,heldout
mlp_group,0,4,0.0018001794815063477,0.0,0,8000,heldout
mlp_group,0,5,0.005329728126525879,-0.006896555423736572,0,8000,heldout
mlp_group,0,6,-0.0061255693435668945,0.0,0,8000,heldout
mlp_group,0,7,-0.000629425048828125,0.0,0,8000,heldout
head,1,0,0.5040847063064575,0.11724138259887695,0,8000,heldout
head,1,1,0.49126875400543213,0.08965516090393066,0,8000,heldout
head,1,2,0.7236427068710327,0.158620685338974,0,8000,heldout
head,1,3,0.21431386470794678,0.02758622169494629,0,8000,heldout
mlp_group,1,0,0.012702107429504395,-0.020689666271209717,0,8000,heldout
mlp_group,1,1,0.020820975303649902,0.020689666271209717,0,8000,heldout
mlp_group,1,2,0.0016021728515625,-0.006896555423736572,0,8000,heldout
mlp_group,1,3,0.05199325084686279,0.006896555423736572,0,8000,heldout
mlp_group,1,4,-0.004024028778076172,0.0,0,8000,heldout
mlp_group,1,5,0.017952799797058105,0.006896555423736572,0,8000,heldout
mlp_group,1,6,-0.014633417129516602,0.006896555423736572,0,8000,heldout
mlp_group,1,7,0.03092777729034424,0.0,0,8000,heldout
